Plant Abbr,Month,Day,Year,PMMoV_gc_g_dry_weight,PMMoV_gc_g_dry_weight_UCI,PMMoV_gc_g_dry_weight_LCI,BCoV_Recovery,BCoV_Recovery_UCI,BCoV_Recovery_LCI,N_Gene_gc_g_dry_weight,N_Gene_gc_g_dry_weight_UCI,N_Gene_gc_g_dry_weight_LCI,S_Gene_gc_g_dry_weight,S_Gene_gc_g_dry_weight_UCI,S_Gene_gc_g_dry_weight_LCI,ORF1a_gc_g_dry_weight,ORF1a_gc_g_dry_weight_UCI,ORF1a_gc_g_dry_weight_LCI,HV_6970_Del_gc_g_dry_weight,HV_6970_Del_gc_g_dry_weight_UCI,HV_6970_Del_gc_g_dry_weight_LCI,Delta_156157_gc_g_dry_weight,Delta_156157_gc_g_dry_weight_UCI,Delta_156157_gc_g_dry_weight_LCI,Del_143145_gc_g_dry_weight,Del_143145_gc_g_dry_weight_UCI,Del_143145_gc_g_dry_weight_LCI,Influenza_A_gc_g_dry_weight,Influenza_A_gc_g_dry_weight_UCI,Influenza_A_gc_g_dry_weight_LCI,Influenza_B_gc_g_dry_weight,Influenza_B_gc_g_dry_weight_UCI,Influenza_B_gc_g_dry_weight_LCI,RSV_gc_g_dry_weight,RSV_gc_g_dry_weight_UCI,RSV_gc_g_dry_weight_LCI,BA_2_LPPA24S_gc_g_dry_weight,BA_2_LPPA24S_gc_g_dry_weight_UCI,BA_2_LPPA24S_gc_g_dry_weight_LCI,BA_2_75_S_147E_S_152R_gc_g_dry_weight,BA_2_75_S_147E_S_152R_gc_g_dry_weight_UCI,BA_2_75_S_147E_S_152R_gc_g_dry_weight_LCI,BA_4_ORF1a_Del_141143_gc_g_dry_weight,BA_4_ORF1a_Del_141143_gc_g_dry_weight_UCI,BA_4_ORF1a_Del_141143_gc_g_dry_weight_LCI,HMPV_4_gc_g_dry_weight,HMPV_4_gc_g_dry_weight_UCI,HMPV_4_gc_g_dry_weight_LCI,MPXV_G2R_G_gc_g_dry_weight,MPXV_G2R_G_gc_g_dry_weight_UCI,MPXV_G2R_G_gc_g_dry_weight_LCI,MPXV_G2R_WA_gc_g_dry_weight,MPXV_G2R_WA_gc_g_dry_weight_UCI,MPXV_G2R_WA_gc_g_dry_weight_LCI,Noro_G2_gc_g_dry_weight,Noro_G2_gc_g_dry_weight_UCI,Noro_G2_gc_g_dry_weight_LCI
Sun,5,15,2021,1239709346,1549772858,1058380136,0.538,0.628,0.455,30523.07129,36948.98534,24330.43586,41904.12733,48992.34911,35829.03262,39405.65039,46644.42274,33050.35344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVCW,5,15,2021,439779714.8,477498717.2,401531982.5,0.338,0.374,0.301,5925.334106,7900.698037,4026.310928,4309.300985,6027.144901,2954.007205,5386.653257,7280.127476,3854.122876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gil,5,15,2021,2254237502,2399115134,2139017798,0.847,0.892,0.809,4372.268215,6659.007408,2313.863923,5246.734955,7712.753726,2870.310361,72593.65763,127193.1554,4124.933564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dav,5,15,2021,883307175.2,949896821.6,805435422.8,0.639,0.69,0.581,10408.1697,12737.97901,7525.03673,9251.635225,11266.71594,7348.91447,6938.6188,9316.630781,4810.107133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSP,5,15,2021,287067301.1,359561120.2,224406089.2,0.304,0.375,0.235,2325.247174,3192.333396,1631.537269,2583.614567,3674.931854,1201.256647,775.0705667,1326.928093,369.611298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCD,5,16,2021,222758696.4,231432204.1,215269721.3,1.202,1.25,1.156,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,5,16,2021,501167782.4,557410397.2,453319324.7,0.791,0.887,0.697,1092.668214,1870.657897,292.5663554,2185.352735,3212.491212,1376.480267,1456.894512,2422.747814,658.0725457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sac,5,16,2021,611913513.1,625307802.6,575592461.8,0.647,0.677,0.622,12753.98561,14636.47968,10664.78026,16580.78152,18714.21133,14616.07025,11223.3457,13506.41452,9072.513017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ,5,16,2021,1527928885,1604753980,1467094314,0.812,0.884,0.746,14280.36287,16721.16691,11773.42285,14929.58002,16791.80485,13210.47349,8654.214408,10127.72238,7151.479452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun,5,16,2021,978323550.7,1157393243,831698911.8,0.52,0.605,0.435,9255.152933,11139.86386,7010.62467,13883.21872,16858.70005,10359.09919,13222.04696,16511.09825,9708.68332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVCW,5,16,2021,1599837627,1647887861,1559145714,0.869,0.921,0.822,11661.0855,15364.5952,7673.715157,16520.0738,20969.98501,12365.36389,19435.52179,24105.19061,14742.35045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gil,5,16,2021,2050216306,2120328540,1984014569,0.924,0.972,0.876,7067.950451,10596.38475,3771.527378,5300.937068,7792.430798,3407.601574,7067.950451,9885.488501,4845.050798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dav,5,16,2021,508599350.9,525237630.2,491028933.1,0.808,0.838,0.776,6814.960872,8548.711328,5333.410525,6814.960872,8548.711328,5333.410525,4543.237592,6487.485942,2467.517058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSP,5,16,2021,520922783.5,535129055.5,508172132.9,0.764,0.798,0.728,2877.118853,3836.280769,2007.577486,2877.118853,3944.11054,1628.961166,1830.875543,2618.694967,1219.617492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCD,5,17,2021,565491622.2,591876670.4,537439821.5,1.05,1.108,0.991,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,5,17,2021,587738072.4,682704071.5,506890504.6,0.758,0.876,0.644,1463.906843,2338.239223,840.6449029,2927.843316,4103.720762,1784.055564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sac,5,17,2021,255053953.3,356569910.8,160027045.9,0.245,0.331,0.15,22371.94548,26371.55952,18309.53774,24259.16414,28688.5363,19447.03583,16980.25913,19913.68693,13653.0937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ,5,17,2021,1066411897,1260709303,890354618.4,0.577,0.659,0.465,7289.143648,8779.791746,5977.81551,8369.122504,9959.171149,6958.135402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun,5,17,2021,1579865738,1911191161,1310318519,0.794,0.905,0.633,6863.863362,8167.888234,5626.266409,6421.003403,8029.109426,5289.39985,5978.147639,7288.79065,4667.367874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVCW,5,17,2021,2486727397,2563616435,2410400390,1.338,1.382,1.293,15561.77934,24856.19982,8936.313913,15561.77934,24856.19982,8936.313913,15561.77934,24856.19982,8936.313913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gil,5,17,2021,882715346,1004937468,788987248.4,0.66,0.751,0.587,0,0,0,2535.097883,4508.933412,702.2621087,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dav,5,17,2021,2688519562,3336602471,2338109556,0.772,0.892,0.629,3364.752984,4834.925482,2088.599426,2523.54681,3498.199374,1526.210197,3084.349632,4112.59592,2042.370248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSP,5,17,2021,242725715,337946573.9,139506630.2,0.128,0.175,0.07,1703.364802,2594.241413,1044.498297,1703.364802,2594.241413,962.9800916,1022.013741,1749.69694,495.6172644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCD,5,18,2021,313897919.2,321222095.2,306457198.2,1.106,1.142,1.071,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,5,18,2021,1092640845,1125843763,1058823481,0.973,1.028,0.925,3449.432663,4735.725954,2420.336324,2682.87922,3837.311597,1787.170864,2682.87922,3837.311597,1787.170864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sac,5,18,2021,582897695.8,697121465.6,487602008.3,0.479,0.571,0.389,14365.32548,16244.09416,12637.37358,15277.56212,17212.47416,13493.47386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ,5,18,2021,1499487243,1566279024,1439864126,0.791,0.839,0.743,5556.176334,6766.35143,4058.149631,9029.114215,10548.25674,7663.525394,4630.102457,5742.551108,3539.592256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun,5,18,2021,361869745.3,457809116.6,285548703.7,0.229,0.289,0.172,1190.300217,1859.608363,550.9251364,952.2377776,1520.970936,431.270263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVCW,5,18,2021,1215347144,1260632638,1179379686,1.239,1.333,1.176,8019.913685,10697.7482,5174.17092,16040.29198,21169.51051,12010.60141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gil,5,18,2021,971806098.1,998369231,944907045.7,1.103,1.145,1.061,6278.85792,9400.997338,3500.305723,14651.10779,18688.58514,11098.01575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dav,5,18,2021,529245412.1,585734849.9,484711193.4,0.899,1.011,0.802,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSP,5,18,2021,214470104.8,262616869.3,165890480,0.512,0.619,0.396,1405.771812,2099.764078,808.86655,1640.071098,2345.788001,1049.703972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCD,5,19,2021,270372630.8,279970205.8,261827279.5,1.187,1.227,1.149,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,5,19,2021,680562497.4,797594349.7,547677716.4,0.56,0.657,0.428,0,0,0,1999.224577,3193.280828,1148.049756,1499.414756,3002.646714,437.7503173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sac,5,19,2021,1098435465,1136820869,1063317083,0.636,0.666,0.597,20000.15782,22488.33769,17621.8825,17560.69097,19703.0229,15569.67023,14389.55978,16337.34216,12603.32395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ,5,19,2021,1068860431,1201748604,938528568,0.566,0.628,0.487,5122.938004,6406.109646,3868.9386,4878.976906,6265.759309,3718.895424,4147.099942,5658.280169,2982.116473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVCW,5,19,2021,2949491954,3076232328,2778748914,1.563,1.619,1.492,44732.24897,53230.69438,36920.16148,38959.97244,46927.18717,31494.81236,28858.7487,35792.47944,22346.84096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gil,5,19,2021,3292779726,3520874023,3078898852,1.173,1.239,1.104,2088.684476,3575.846552,964.7452018,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dav,5,19,2021,540399340.1,585504596.3,496532262.8,0.802,0.883,0.718,1654.103141,2365.856849,1101.862862,1654.103141,2510.563786,714.2460205,708.894663,1213.63376,338.755637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSP,5,19,2021,297550426.6,359704283.5,242543152,0.477,0.573,0.382,2884.884462,3761.703965,2156.322575,2441.043922,3327.848521,1609.599576,2884.884462,3761.703965,2156.322575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCD,5,20,2021,331156915.7,340942680,323072249.2,1.089,1.131,1.049,0,0,0,0,0,0,2012.769828,3561.312786,552.531876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,5,20,2021,543672252.8,639832754.3,455190749.4,0.49,0.583,0.401,0,0,0,1044.806743,1961.704994,309.6215012,1393.07893,2313.969864,628.2466153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sac,5,20,2021,416472690.2,495383404.1,340792892.3,0.428,0.502,0.345,8182.980528,10152.59259,6223.268177,8423.678317,10921.26002,6416.377144,7220.20301,9146.91218,5414.224382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ,5,20,2021,1551446775,1660066180,1469668493,0.746,0.814,0.686,8781.035742,11056.39356,6740.794342,9031.94301,11166.04589,7206.631246,7275.612338,9364.580032,5354.817306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun,5,20,2021,881728321.3,1054580248,751556244.6,0.56,0.674,0.455,1616.416583,2311.9546,1041.329248,3694.748404,5283.063917,2551.463113,1154.577554,1758.432804,676.663509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVCW,5,20,2021,1343570402,1392216217,1290535108,1.068,1.107,1.029,5216.438652,7461.055486,3474.872459,6706.88408,9207.886297,4491.787304,2235.593467,3827.357201,1118.153905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gil,5,20,2021,1595064147,1729629289,1471769684,1.03,1.107,0.959,0,0,0,2993.284487,4781.052178,1718.886226,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dav,5,20,2021,1353485677,1708294271,1127628762,0.451,0.549,0.344,1997.068723,2856.400807,1246.124197,1426.470368,2172.528902,757.6619255,1426.470368,2172.528902,770.3639843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSP,5,20,2021,178289932.7,238448436.1,120285208.4,0.252,0.329,0.17,1002.900471,1601.89248,443.1074993,1002.900471,1646.748102,329.3365794,1253.628794,1909.289069,550.6031304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCD,5,21,2021,174744239.2,179141137.6,170837871.8,1.487,1.534,1.438,3990.02089,6259.818108,2158.167271,5700.070507,7703.709296,4078.372931,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,5,21,2021,1016183022,1067335215,961788585.6,1.009,1.062,0.951,3327.339887,5314.63013,1910.715718,4991.038363,7336.88543,3208.386344,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sac,5,21,2021,389602616.2,474471813.2,313670044.8,0.421,0.498,0.342,22120.16554,24956.69425,18385.27307,21639.18941,27242.14475,15818.10054,16589.21324,19736.68447,12794.06567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ,5,21,2021,1225141481,1371060312,1076787324,0.598,0.654,0.528,2522.559481,3528.151222,1576.443745,5675.942363,7119.944434,4441.999432,3783.88808,5026.97441,2190.244646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun,5,21,2021,1484183917,1594806404,1391062403,0.599,0.626,0.572,3992.095706,5039.721961,2945.2695,1643.76516,2351.070482,954.8685997,4461.775303,5563.89616,3515.845208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVCW,5,21,2021,1022074843,1051766034,993955967.4,1.473,1.532,1.412,61279.63771,67288.74286,55270.82096,38885.63765,44255.4795,32961.61926,40653.44506,45977.71373,34514.48618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gil,5,21,2021,969374389.6,1014909871,921719767.2,1.022,1.076,0.958,2513.080836,4302.419225,1221.323137,5863.918364,8400.099476,3375.537694,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dav,5,21,2021,213992196.5,290797254.8,143080873.8,0.166,0.22,0.109,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSP,5,21,2021,697739759,743130892.2,663655667.9,0.993,1.055,0.943,3843.94026,4965.599077,2905.443583,5491.428402,6810.828773,4161.257616,6589.78222,8025.090236,5336.836924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCD,5,22,2021,314632582.3,319504076.5,309762772,1.213,1.256,1.167,4158.875952,6584.511863,1842.207264,3465.721662,5481.874805,1624.645172,2079.423132,3559.990404,1042.692369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,5,22,2021,988325557.1,1123250664,865793072.6,0.727,0.818,0.629,2045.156779,3114.79276,1116.308142,4499.408106,5999.399004,3048.785582,1227.088272,2100.78585,374.5423078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sac,5,22,2021,908346924.5,951357455.4,878541045.7,0.778,0.821,0.747,20386.72044,23364.91916,16768.52924,21186.33048,24255.54446,18418.122,19187.32588,22251.19798,14883.23802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ,5,22,2021,1725890248,1798425127,1663067820,0.629,0.658,0.594,7252.60759,8766.0089,5893.080485,7252.60759,9312.769945,5534.683057,6415.720259,7845.409675,5171.293225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun,5,22,2021,1708603779,1880832982,1569022558,0.625,0.681,0.565,1109.871027,1900.110158,357.1055762,2219.759881,3263.07228,1281.31643,2589.727307,3769.562266,1601.137986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVCW,5,22,2021,843499698.8,923195869.2,772076625.1,0.674,0.755,0.597,4008.344772,6104.763052,2457.900768,5611.720487,8026.446881,3542.058193,4008.344772,6104.763052,2266.832044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gil,5,22,2021,885121507,934278094.9,841571514.5,1.062,1.136,0.991,3104.245663,6149.902099,908.1296431,6208.540843,9126.624694,3991.034702,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dav,5,22,2021,570059580.2,587007871.7,552478939.8,0.771,0.801,0.741,0,0,0,1237.838678,2119.19221,371.4858884,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSP,5,22,2021,454611282.2,519881866,396103357.9,0.542,0.616,0.476,3710.304938,4947.240834,2699.05341,4722.249313,6100.209973,3569.308882,4722.249313,6342.831864,3450.100993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCD,5,23,2021,292862799.2,299908335.5,285283797.8,1.229,1.275,1.178,8940.573577,11549.41342,6757.741883,7024.687289,9366.541118,4844.518808,3192.995276,4862.961316,1449.514003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,5,23,2021,898477027.2,1070308167,748209476.8,0.76,0.88,0.633,1420.52331,2431.951302,360.5991666,1894.03667,3025.27116,817.8201073,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sac,5,23,2021,421815241.7,545491706.5,313092849.7,0.299,0.386,0.209,13471.00751,16933.4784,9310.08657,13730.09834,16382.28125,10255.84486,10621.08283,13330.61123,6910.332742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ,5,23,2021,762605533.9,888291601.4,672956510.3,0.491,0.562,0.424,7032.278063,8731.321972,5510.76762,8630.659738,10887.14981,6626.204808,7351.950328,8990.30304,5925.907136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun,5,23,2021,505342783.8,621673973.3,417596868.5,0.532,0.655,0.428,1298.078197,2073.367649,554.632105,973.5563756,1666.737152,488.144656,973.5563756,1666.737152,478.3291237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVCW,5,23,2021,1231073326,1456035174,1062641847,0.394,0.458,0.337,2670.817051,3735.501278,1641.847434,1669.248265,2542.281664,919.4960729,1669.248265,2542.281664,1023.578174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gil,5,23,2021,728586912,766435367.2,692764929.5,0.91,0.964,0.854,4727.774885,6949.876295,2558.391073,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dav,5,23,2021,757254196.1,780840773.6,732384851.5,0.996,1.038,0.951,0,0,0,1295.352703,2069.013896,606.5865905,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSP,5,23,2021,320355349.2,384330124.7,278366732.4,0.579,0.688,0.503,3087.912449,5019.103265,1603.723058,2830.57933,4417.708129,1652.977742,2315.916658,3179.523247,1624.990807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCD,5,24,2021,294006620.6,300562094,285736877.9,1.289,1.336,1.238,7816.974709,10422.95859,5686.454172,2131.862611,3649.767095,998.2676767,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,5,24,2021,843616956.6,950393355,747617502.2,0.648,0.728,0.565,0,0,0,1808.704612,2754.673138,965.7332335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sac,5,24,2021,205162792.4,299573482.4,111205095.2,0.197,0.274,0.111,4749.180446,8964.415026,1626.664027,3166.074836,6647.041966,337.9666216,1978.775125,3832.54916,442.7159284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ,5,24,2021,1937661394,2030204482,1848800666,0.603,0.628,0.574,12128.03401,13830.83406,10571.28445,16980.1069,18980.62684,15125.45544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun,5,24,2021,469993613.5,565955769.2,370804231.1,0.282,0.339,0.21,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVCW,5,24,2021,769316500,865647950.2,690340871.9,0.788,0.89,0.7,4558.628983,6937.575283,1990.992817,5861.136553,8046.786563,4112.52438,3256.139995,4959.147611,1996.651114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gil,5,24,2021,1089305981,1132575838,1043787941,1.11,1.17,1.047,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dav,5,24,2021,199209496.9,255785582.5,147025046.6,0.247,0.315,0.176,1033.987368,1651.54784,433.5087176,775.488246,1327.644181,195.5172876,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSP,5,24,2021,124539589.8,148307457.1,98615337.28,0.236,0.298,0.165,1016.028932,1739.453978,509.938008,1016.028932,1739.453978,292.2481759,1354.709792,2557.437756,321.6383136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCD,5,25,2021,303249562.6,314470774.3,291553700.8,1.308,1.377,1.239,0,0,0,2147.711317,3676.89977,1116.090268,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,5,25,2021,523574249.6,591079544.5,460935130.7,0.662,0.748,0.575,2095.735274,3391.223366,912.8719818,0,0,0,1571.796236,2690.934179,717.396663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ,5,25,2021,885084688.2,1036548082,781317871.8,0.573,0.652,0.5,5686.229057,7228.373195,4150.906716,8529.582648,10387.44447,6907.78547,4620.012804,6024.224876,3052.523905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun,5,25,2021,591836994.5,721671159.2,490244735,0.289,0.344,0.234,0,0,0,852.3516257,1558.624657,193.1102696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVCW,5,25,2021,1487992955,1552438990,1424098050,0.806,0.845,0.764,15332.08979,18531.42792,12524.4073,8845.205747,11348.64489,6413.08602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gil,5,25,2021,2661852658,3518344331,2032682908,0.717,0.798,0.635,5987.491872,9443.331247,2519.830158,2566.044982,4393.090202,1260.847681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dav,5,25,2021,341238903.7,404507058.6,295652441.3,0.371,0.427,0.324,981.4162985,1494.70639,544.4341322,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSP,5,25,2021,125020800.5,160378253.4,90175278.86,0.163,0.21,0.115,1890.69749,3377.403737,671.3174311,1260.456338,1852.882754,810.2593009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCD,5,26,2021,294677876.8,305669820.1,284426391.6,1.3,1.347,1.257,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,5,26,2021,959251135,1013437189,909516158.4,1.182,1.254,1.111,3057.996432,4373.839673,1686.079684,2184.272836,3326.667875,1339.389997,1310.557418,2243.68581,596.3798977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sac,5,26,2021,1038964410,1327790509,859638961.3,0.512,0.623,0.412,9990.259807,12818.52439,7207.609106,8791.333656,11223.77325,5900.615054,9190.972649,11239.16767,5784.239948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ,5,26,2021,1824187334,1857238549,1793722242,1.096,1.141,1.054,5994.728368,7245.644118,4367.570852,6686.474927,8002.897256,5313.842489,6686.474927,8268.443188,5342.023934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun,5,26,2021,436883111.4,540452000.4,311986537.6,0.471,0.566,0.331,17637.21632,23934.69785,13214.77968,7964.445595,10399.00741,6521.370894,17921.73698,24697.46011,14348.26199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVCW,5,26,2021,1624101587,1770502786,1472324626,1.247,1.377,1.113,25264.48288,34145.35756,18076.56125,10105.58535,16141.27674,4483.377816,15158.48146,22283.18243,9744.306407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gil,5,26,2021,1123586267,1170487864,1081283941,1,1.064,0.946,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dav,5,26,2021,370963158.7,428397543.7,307303028,0.687,0.79,0.561,5849.913679,7294.932221,4323.821285,2785.586376,3764.757456,1815.366433,4457.014057,5665.770386,3281.381083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSP,5,26,2021,279019240.9,334161225.1,225313890.7,0.414,0.493,0.327,1634.075274,2711.949954,810.1051128,2723.490421,3928.549847,1685.775631,1361.72549,2073.923598,783.1947276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCD,5,27,2021,262326038.6,269610864,253876939.7,1.338,1.386,1.29,2574.80341,4112.62748,1478.57487,1931.097918,3306.056117,950.858379,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
